,algo_at_doc_prediction,algo_at_discharge,doc_prediction
algo_at_doc_prediction,1.0,0.8226167861303761,0.28427803671509966
algo_at_discharge,0.8226167861303761,1.0,0.24773473145487754
doc_prediction,0.28427803671509966,0.24773473145487754,1.0
